Key,Brazilian
ttLevelUp,"[F44336]Subiu de nível![-] \nAgora você está no nível [2986CC]{0}[-] e tem [8FCE00]{1}[-] ponto para distribuir entre seus talentos." /* */
tutorialTipQuest02_title,"Acompanhamento de Missão"
tutorialTipQuest02,"A sobrevivência básica é a sua missão ativa. O status da missão aparece no Rastreador de Objetivos no canto superior direito da tela. Para ver mais informações sobre missões, entre no seu Inventário e vá até o Menu de Missões."
twitchBounty,"Recompensa"
type1hAxes,"Machado de uma mão"
type1hBlades,"Espada de uma mão"
type1hBlunt,"Contundentes de uma mão"
type1hKnives,"Facas de uma mão"
type2hAxes,"Machado de duas mãos"
type2hMelee,"Armas de duas mãos"
type4x4,"Carro | Veículo"
typeadvBuilding,"Avançado"
typeAmmo,"Munição"
typeAmmoWeapons,"Munição/Armas"
typeAmmunition,"Munição"
typeApparel,"Vestuário"
typeArmor,"Armadura"
typeAutomotive,"Automotivo"
typeBasics,"Basico"
typeBatons,"Bastão"
typeBeams,"Feixe"
typeBicycles,"Bicicleta | Veículo"
typeBladeLong,"Lâmina Longa"
typeBladeShort,"Lâmina Curta"
typeBlocks,"Bloco"
typeBlunt,"Contundente"
typeBluntLong,"Contundente Longa"
typeBluntShort,"Contundente Curta"
typeBooks,"Livro"
typeBows,"Arco"
typeBuilding,"Construção"
typeBundles,"Pacote de itens"
typeCandy,"Doce"
typeCannedFood,"Comida Enlatada"
typeCars,"Carro | Veículo"
typeCatwalks,"Passarela"
typeCFChemicals,"Químico"
typeCFDrinkCooking,"Bebida"
typeCFFoodCooking,"Comida"
typeChemicalComposite,"Composto Químico"
typeChemicals,"Químico"
typeChoppingTools,"Ferramentas para Madeira"
typeClothing,"Roupas"
typeClubs,"Porrete"
typeCollectors,"Coletor de recursos"
typeConstructionTools,"Ferramenta de construção"
typeConsumables,"Consumível"
typeCookingTools,"Utensílhos de cozinha"
typeCorpses,"Cadáveres"
typeCraftingMisc,"Criação/Diversos"
typeCrops,"Cultura agrícola"
typeCrossbows,"Besta"
typeCutting,"Corte | Mineração"
typeDebris,"Destroços"
typeDecor,"Decoração"
typeDecorative,"Decorativo"
typeDecorMiscellaneous,"Diversos"
typeDigging,"Escavação"
typeDiggingTools,"Ferramenta de escavação"
typeDoors,"Porta"
typeDrinks,"Bebida"
typeDrugs,"Remédios"
typeDyeMods,"Tintura"
typeElectrical,"Elétrico"
typeElectricalTools,"Alicate de Fiação"
typeEmpty,"Armazenamento vazio"
typeExplosives,"Explosivo"
typeFirearms,"Arma de fogo"
typeFistWeapons,"Arma de punho"
typeFood,"Comida"
typeFoodCooking,"Comida/Cozinhar"
typeFurniture,"Móveis/Decoração"
typeGrenades,"Granada"
typeGun,"Arma"
typeGuns,"Arma"
typeGyroCopters,"Girocóptero | Veículo"
typeHandTools,"Ferramentas Manuais"
typeHealth,"Saúde"
typeHeavyArmor,"Armadura Pesada"
typeHelicopters,"Helicóptero | Veículo"
typeItem,"Item"
typeJunk,"Lixo"
typeKnives,"Faca"
typeLandMines,"Mina terrestre | Construção"
typeLaunchers,"Lançadores"
typeLightArmor,"Armadura Leve"
typeLighting,"Iluminação"
typeLoot,"Armazenamento"
typeMachineGuns,"Metralhadora"
typeMaintenance,"Ferramenta de reparo e melhoria"
typeMedical,"Médico"
typeMedicine,"Medicinal"
typeMediumArmor,"Armadura Média"
typeMelee,"Corpo a corpo"
typeMeleeTools,"Corpo-a-corpo"
typeMeleeWeapons,"Armas corpo a corpo"
typeMinesExplosives,"Minas/Explosivos"
typeMinibikes,"Moto | Veículo"
typeMiningTools,"Ferramentas para Mineração"
typeMisc,"Diversos"
typeMissions,"Item de missão"
typeMods,"Modificador de item"
typeMotorcycles,"Moto | Veículo"
typePainting,"Pintura"
typePaintingTools,"Ferramentas para Pintura"
typePistols,"Pistola"
typePlumbing,"Encanamento"
typePolearms,"Armas de haste"
typePortableDrones,"Drone Portátil"
typePortableTurrets,"Torreta Portátil"
typePowered,"Energizado"
typePoweredCutting,"Ferramenta de corte motorizada"
typePoweredDigging,"Ferramenta de escavação motorizada"
typePoweredMining,"Ferramenta de mineração motorizada"
typePoweredMiningDigging,"Ferramenta de mineração/escavação motorizada"
typeQuality,"Qualidade"
typeQualitySchematics,"Qualidade da pesquisa"
typeRanged,"À distância"
typeRangedGuns,"Pistola"
typeRangedWeapons,"Arma à distância"
typeRecipes,"Receita"
typeResearch,"Pesquisa"
typeResources,"Recurso"
typeRoadProps,"Decoração da estrada"
typeRocketLaunchers,"Lança-foguetes"
typeSalvage,"Desmontagem"
typeSalvageTools,"Ferramentas de Desmontagem"
typeScavenging,"Limpeza"
typeSchematics,"Esquema"
typeScience,"Ciência"
typeSecretStash,"Esconderijo Secreto"
typeSeeds,"Semente da colheita"
typeShortBlade,"Lâmina Curta"
typeShotguns,"Espingarda"
typeSigns,"Placa"
typeSkillBooks,"livro de habilidade"
typeSledgehammers,"Trenó"
typeSmeltingTools,"Ferramentas para Fornalha"
typeSniperRifles,"Rifle de Precisão"
typeSpawnPoint,"Ponto de renascimento"
typeSpears,"Lança"
typeSpecial,"Objeto especial"
typeSpecialItems,"Item de missão"
typeStairs,"Escadaria"
typeStorage,"Armazenamento"
typeStorageEmpty,"Armazenamento vazio"
typeStorageTanks,"Tanque de armazenamento"
typeStructural,"Estrutural"
typeSubmachineGuns,"Submetralhadora"
typeSupport,"Apoio"
typeSwords,"Espada"
typeTerrain,"Terreno"
typeThrowable,"Arremessável"
typeThrowableExplosive,"Explosivo arremessável"
typeToolParts,"Componente de ferramenta"
typeTools,"Ferramenta"
typeToolsTraps,"Ferramenta/Armadilha"
typeTrade,"Negociar"
typeTraps,"Armadilha"
typeTrees,"Árvore"
typeTrucks,"Caminhão | Veículo"
typeVehicles,"Veículo"
typeVents,"Aberturas"
typeWeapons,"Arma"
typeWeaponsTools,"Armas/Ferramentas"
typeWindows,"Janela"
typeWorkstations,"Estação de Trabalho"
typeWorkstationTools,"Ferramenta de Estação de Trabalho"
ui_door_bottom,"Porta Inferior"
ui_door_left,"Porta Esquerda"
ui_door_middle,"Porta Central"
ui_door_prefix," ("
ui_door_right,"Porta Direita"
ui_door_suffix,")"
ui_door_top,"Porta Superior"
ui_drawer_bottom,"Gaveta Inferior"
ui_drawer_left_bottom,"Gaveta Inferior Esquerda"
ui_drawer_left_middle,"Gaveta Central Esquerda"
ui_drawer_left_top,"Gaveta Superior Esquerda"
ui_drawer_left,"Gaveta Esquerda"
ui_drawer_middle,"Gaveta Central"
ui_drawer_right_bottom,"Gaveta Inferior Direita"
ui_drawer_right_middle,"Gaveta Central Direita"
ui_drawer_right_top,"Gaveta Superior Direita"
ui_drawer_right,"Gaveta Direita"
ui_drawer_top_middle,"Gaveta Superior Central"
ui_drawer_top,"Gaveta Superior"
ui_skill_buy,"Treinar"
ui_skill_cost,"Custo para treinar"
ui_skill_exp,"Experiência de habilidade"
ui_skill_level,"Nível atual"
ui_skill_points_available,"Pontos de habilidade disponíveis"
ui_skill_points,"Pontos de habilidade"
uiActionFillFrom,"[2986CC][{0}][-] Encher de {1}"
uiActionFillTo,"[2986CC][{0}][-] Adicionar a(o) {1}"
uiActionSkillLevelUp,"Sua habilidade: [decea3][2986CC]{0}[-] [FFFFFF]melhorou para o nível[-] [decea3][8FCE00]{1}[-][FFFFFF]![-]" /* */
uiActionTake,"[2986CC][{0}][-] Pegar {1}"
uiActionUntouched,"\n[8FCE00](intocado)[-]"
uiActionUse,"[2986CC][{0}][-] Usar {1}"
uiAll,"Tudo"
uiAllResearch,"Todas as pesquisas"
uiAmmo,"Munição"
uiAmmoAndExplosives,"Munição/Explosivos"
uiAmmunition,"Munição"
uiArmor,"Armadura"
uiAttention,"Atenção"
uiBackpack,"Mochila"
uiBasicCrafting,"Fazer"
uiBiomeName,"Nome do Bioma"
uiBlockAndMaterialName,"{1} / {0}"
uiBlockMissing,"Bloco Ausente"
uiBlockName,"{0}"
uiBloodMoon,"Lua de Sangue"
uiBooksSchematics,"Livros e Esquemas"
uiBroadcastStorage,"Caixa de Fabricação" /* .80 */
uiBuffs,"Melhorias"
uiCantPickUpFuelNotEmpty,"O espaço de combustível da mesa não esta vazio!"
uiCantPickUpInputNotEmpty,"O espaço de entrada da mesa não esta vazio!"
uiCantPickUpOutputNotEmpty,"A saída da mesa não esta vazia!"
uiCantPickUpQueueNotEmpty,"A fila de criação da mesa não esta vazia!"
uiCantPickUpToolsNotEmpty,"O espaço de ferramentas da mesa não esta vazio!"
uiClothing,"Roupas"
uiClothingAndArmor,"Roupas e Armadura"
uiClothingArmorMods,"Mods de Roupas e Armaduras"
uiColorPickerHex,"Cor (Hex)"
uiColorPickerRGB,"Cor (RGB)"
uiConfirmPlacement,"[2986CC][{{0}}][-] Confirmar colocação"
uiContainer,"Recipiente"
uiCopy,"Copiar"
uiCopyIDToClipboard,"Copiar ID para a área de transferência"
uiCrafted,"Criar na"
uiCraftedIn,"Criar na "
uiCraftingFuel,"Combustível"
uiCraftingOutput,"Saída"
uiCraftingQueue,"Fila"
uiCraftingQueueAndOutput,"Fila/Saída"
uiCraftingTools,"Ferramentas"
uiCraftOutput,"Saída"
uiCrouching,"Agachar"
uiDescription,"Descrição"
uiDetails,"Detalhes"
uiDifficulty,"Dificuldade"
uiExplosives,"Explosivos"
uiExplosivesAndMines,"Explosivos e minas"
uiFeatureInProgress,"Funcionalidade está atualmente em desenvolvimento.\nPode não funcionar, não fazer nada ou funcionar parcialmente."
uiFoodAndDrinks,"Comidas e Bebidas"
uiGameContinue,"Continuar Jogo"
uiGameNew,"Novo Jogo"
uiGameSettingsAdvanced,"Avançado"
uiGameSettingsBasic,"Basico"
uiGameSettingsExpert,"Experiente"
uiGameSettingsMultiplayer,"Multijogador"
uiGrowing,"Crescimento"
uiHeaderCharacter,"Caracter"
uiHeaderCrafting,"Construção"
uiHeaderCreative,"Creativo"
uiHeaderJournal,"Diário"
uiHeaderMap,"Mapa"
uiHeaderPlayers,"Jogadores"
uiHeaderQuests,"Missões"
uiHeaderSkills,"Progresso"
uiIngredientHave,", tem: "
uiIngredientInclModded,"Incluindo modificado"
uiIngredientNeed,"\nPrecisa: "
uiIngredientRetrieve,"\nRecuperável: "
uiInspectLockSlot,"Para bloquear um espaço de inventário"
uiInspectStackSingle,"Para soltar um item de cada vez"
uiInspectStackSplit,"Segure e arraste para pegar meia pilha"
uiInspectStackSwap,"Para soltar ou trocar uma pilha"
uiInspectStackTake,"Segure e arraste para pegar uma pilha"
uiInspectStackView,"Para inspecionar um item, receita ou efeito ativo"
uiInsufficientStationLevel,"Nível de Estação insuficiente"
uiInteractWithBlock,"Interagir com: {0}"
uiInventory,"Inventário"
uiItemNotFound,"Falta o item: [F44336]{0}[-]"
uiItemRequired,"Requer {0}"
uiLevelShort,"NVL"
uiLoadCreatingPlayer,"Criando jogador..."
uiLoadCreatingWorld,"Inicializando mundo..."
uiLoadLoadingXml,"Carregando dados do jogo..."
uiLoadStartingGame,"Iniciando jogo..."
uiLoadWaitingForServer,"Aguardando servidor..."
uiLockAutoPick,"Automático"
uiLockAutoPickChance,"Chance de Arrombar Automático: [decea3]{0}%[-]"
uiLockAverage,"Médio"
uiLockEasy,"Fácil"
uiLockExtremelyHard,"Extremamente Difícil"
uiLockHard,"Difícil"
uiLockImpossible,"Impossível"
uiLockpickingInsufficient,"Seu nível de arromabento [FF1919]{0}[-] não é suficiente para arrumbar essa fechadura de nível [decea3]{1}[-]."
uiLockpickingLockLevel,"Fechadura"
uiLockpickingSkillLevel,"Arrombamento"
uiLockpicksLeft,"Você tem [decea3]{0} {1}[-] restantes"
uiLockpicksLeftNone,"Você não tem nenhum [decea3]{0}[-] no seu inventário."
uiLockpicksTooltipGP,"Use as teclas [2986CC][{0}][-] ou [2986CC][{1}][-] para mover a/o [decea3]{2}[-]. Então aperte [2986CC][{3}][-] para tentar destrancar."
uiLockpicksTooltipKB,"Use as teclas [2986CC][{0}][-] ou [2986CC][{1}][-] ou Segure [2986CC][{2}][-] e mova o [2986CC][Mouse Cursor][-] pela tela para mover a/o [decea3]{3}[-]. Então aperte [2986CC][{4}][-] para tentar destrancar."
uiLockVeryEasy,"Muito Fácil"
uiLockVeryHard,"Muito Difícil"
uiMapBedroll,"Ponto de renascimento"
uiMapCursor,"Cursor"
uiMapInfo,"Informação"
uiMapPlayer,"Posição"
uiMapWaypoint,"Ponto de interesse"
uiMapWaypoints,"Pontos de interesse"
uiMapWaypointsPersonal,"Pessoal"
uiMapWaypointsShared,"Compartilhados"
uiMaterial,"Material"
uiMax,"Máx"
uiMenuSupport,"Doações e ações sociais"
uiMiscellaneous,"Diversos"
uiMissingIngredients,"[F44336]Falta Alguns Recursos"
uiMissingScrapWires,"Você não tem nenhum [decea3]Fio de Sucata[-] no seu invetário"
uiMissingTool,"Você esta sem a ferramenta!"
uiMods,"Mods"
uiMovementSpeed,"Velocidade de Movimento"
uiMovementState,"Status de Movimento"
uiNearbyStorage,"Caixas por Perto"
uiNoPower,"Sem energia"
uiNoSellPrice,"Sem preço de venda"
uiNoUpgradesForBlock,"[F44336]Bloco não pode ser atualizado"
uiNull,""
uiOpenJammed,"Segure [2986CC][{0}][-] para interagir com: \n{1}\n[F44336](emperrado)[-]"
uiOpenLocked,"Segure [2986CC][{0}][-] para interagir com: \n{1}\n[F44336](trancado)[-]"
uiOpenUnlocked,"Segure [2986CC][{0}][-] para interagir com: \n{1}\n[8FCE00](destrancado)[-]"
uiOr,"ou"
uiPatchNotes,"Novidades e últimas atualizações do patch"
uiPerkPoints,"Pontos de Talento"
uiPinIngredients,"Fixar Ingredientes"
uiPlantNeedsMoreLight,"\n[FF6A00]Precisa de mais luz para crescer[-]"
uiPlayerEffects,"Efeitos"
uiPlayerHidePreview,"Ocultar visualização de personagem"
uiPlayerPreview,"Visualização do personagem"
uiPlayerStats,"Estatísticas"
uiPlayerStatsAdvanced,"Detalhes Avançados"
uiPlayerStatsCore,"Estatísticas Principais"
uiPlayerStatsLess,"Esconder Detalhes"
uiPlayerStatsMore,"Mais Detalhes"
uiPowerOutput,"Saída"
uiPowerRemainingFuel,"Combustível Restante"
uiPowerUsed,"Consumo"
uiPrefabName,"Prefab Name"
uiPricePrefix,"$"
uiPrimaryMaterial,"Matéria Prima"
uiQuality,"Qualidade"
uiQuality1,"D E F E I T U O S O"
uiQuality2,"C O M U M"
uiQuality3,"I N C O M U N"
uiQuality4,"R A R O"
uiQuality5,"É P I C O"
uiQuality6,"L E G E N D Á R I O"
uiQualityPrefix1,"DEFEITUOSO"
uiQualityPrefix2,"COMUM"
uiQualityPrefix3,"INCOMUN"
uiQualityPrefix4,"RARO"
uiQualityPrefix5,"ÉPICO"
uiQualityPrefix6,"LEGENDARIO"
uiQuestsShared,"Compartilhadas"
uiRadiation,"Radiação"
uiRayHitBlockName,"Nome do Bloco"
uiRayHitTileEntity,"Entidade de Bloco"
uiRefreshServerList,"Atualizar"
uiRepair,"Reparar"
uiRepairable,"[F1C232]Reparável[-]"
uiRepairCost,"Custo do reparo"
uiRepairItem,"Repara com"
uiRequiredMaterials,"Materiais necessários"
uiRequiredTool,"Requer"
uiRequires,"Requer"
uiResistance,"Resistência"
uiResistances,"Resistências"
uiRestrictedArea,"Área Restrita"
uiRetrievableComponents,"Componentes recuperáveis"
uiRunning,"Correndo"
uiScrapMaterial,"Material de Sucata"
uiScrapped,"Sucateado"
uiScrappedIn,"Sucateado na "
uiSearch,"Procurar"
uiServerFilters,"Filtros"
uiServers,"Servidores"
uiServerVersionMissmatch,"A versão do cliente do Undead Legacy não corresponde à versão do servidor"
uiServerVersionUnknown,"[ff0000]Desconhecido[-]"
uiServiceInfo,"Informação do Serviço"
uiSettings,"Configurações"
uiShowOnMap,"Mostrar no mapa"
uiSignEdit,"Editar texto"
uiSkillBuy,"Aprender"
uiSkillPoint,"Ponto de habilidade"
uiSkillPoints,"Pontos de habilidade"
uiSkillPointShort,"PT"
uiSkillPointsName,"Pontos de habilidade"
uiSkillPointsShort,"PTs"
uiSortGroup,"Ordenar por Tipo"
uiSortName,"Ordenar por Nome"
uiSortPrice,"Ordenar por Preço"
uiSortWeight,"Ordenar por Peso"
uiSPCostNext,"Próximo nível: "
uiSpeedKMH," Km/H"
uiSpeedMPH," MPH"
uiStats,"Estatísticas"
uiStorage,"Capacidade"
uiStorageCompartment,"Compartimento"
uiStorageCompartments,"Compartimentos"
uiTabPersonal,"Pessoal"
uiTabShared,"Compartilhados"
uiTeleportEW,"X (E/W)"
uiTeleportNS,"Z (N/S)"
uiTimeDay,"{0} dia"
uiTimeDays,"{0} dias"
uiTimedProcessGathering,"\n[decea3]Coletando ({1}, {0}%)[-]"
uiTimedProcessGrowing,"\n[decea3]Crescendo ({1}, {0}%)[-]"
uiTimedProcessMining,"\n[decea3]Minerando ({1}, {0}%)[-]"
uiTimeHour,"{0} hora"
uiTimeHours,"{0} horas"
uiTimeMinute,"{0} minuto"
uiTimeMinutes,"{0} minutos"
uiTimeSecond,"{0} segundo"
uiTimeSeconds,"{0} segundos"
uiToggleSearch,"Pesquisar"
uiTotal,"Total: {0}"
uiTransferAll,"Mover todos itens\nda mochila pro recipente"
uiTransferAllToBag,"Pegar tudo"
uiTransferStackables,"Mover todos itens existentes\nda mochila pro recipente"
uiTransferStackablesToBag,"Pegar todos itens que tenho"
uiTraps,"Armadilhas"
uiType,"Tipo"
uiUnderwater,"Embaixo da Água"
uiUnknownIngredient,"Ingrediente Desconhecido"
uiUnlearned,"Sem Informação"
uiUnlockedBy,"Desbloqueado por "
uiUnpinPinnedRecipe,"Desafixar Receita Fixada"
uiUpgrade,"Melhorar"
uiUpgradeChance,"Chance de Melhoria"
uiUpgradeCost,"Custo da Melhoria"
uiUpgradeFail,"[F44336]Melhoria Falhou![-]"
uiUpgradeMax,"Nenhuma melhoria superior existente"
uiUpgradeRemoveMods,"[decea3]Não pode melhorar com Mods no item[-]"
uiUpgradeRequiresRepairs,"[decea3]Item deve ser reparado antes[-]"
uiUpgradeSuccess,"[8FCE00]Melhoria Realizada com Sucesso![-]"
uiValue,"Valor"
uiVehicleCargo,"Limite de carga"
uiVehicleConsumption,"Consumo"
uiVehicleFuelEfficiency,"Eficiência do Combustível"
uiVehicles,"Veículos"
uiVehicleSeats,"Assentos"
uiVehicleSlots,"Espaços de Carga"
uiVehicleSpeed,"Velocidade"
uiVehicleSpeedTurbo,"Turbo"
uiVehicleTank,"Tanque de Combustível"
uiVersionNewAvailable,"Melhoria Disponível"
uiWalking,"Andando"
uiWeaponsMelee,"Armas corpo a corpo"
uiWeaponsMeleeAndTools,"Armas corpo a corpo e Ferramentas"
uiWeaponsRanged,"Armas à distância"
uiWeight,"Peso"
uiWorkstationNotEmpty,"A mesa não esta vazia"
ulm_AttAttributes,"Progressão"
ulm_AttAttributesDesc,"\n\n\n\n\n\n\n\n\n\n\nSelecione uma das habilidades do lado direito para ver informações mais detalhadas sobre ela"
ulm_loot_biker_1,"Espólio Caído"
ulm_loot_biker_2,"Espólio Caído"
ulm_loot_biker_3,"Espólio Caído"
ulm_loot_boss_1,"Espólio Caído"
ulm_loot_boss_2,"Espólio Caído"
ulm_loot_boss_3,"Espólio Caído"
ulm_loot_burnt_1,"Espólio Caído"
ulm_loot_burnt_2,"Espólio Caído"
ulm_loot_burnt_3,"Espólio Caído"
ulm_loot_business_1,"Espólio Caído"
ulm_loot_business_2,"Espólio Caído"
ulm_loot_business_3,"Espólio Caído"
ulm_loot_cheerleader_1,"Espólio Caído"
ulm_loot_cheerleader_2,"Espólio Caído"
ulm_loot_cheerleader_3,"Espólio Caído"
ulm_loot_common_1,"Espólio Caído"
ulm_loot_common_2,"Espólio Caído"
ulm_loot_common_3,"Espólio Caído"
ulm_loot_cop_1,"Espólio Caído"
ulm_loot_cop_2,"Espólio Caído"
ulm_loot_cop_3,"Espólio Caído"
ulm_loot_farmer_1,"Espólio Caído"
ulm_loot_farmer_2,"Espólio Caído"
ulm_loot_farmer_3,"Espólio Caído"
ulm_loot_fat_1,"Espólio Caído"
ulm_loot_fat_2,"Espólio Caído"
ulm_loot_fat_3,"Espólio Caído"
ulm_loot_football_1,"Espólio Caído"
ulm_loot_football_2,"Espólio Caído"
ulm_loot_football_3,"Espólio Caído"
ulm_loot_hazmat_1,"Espólio Caído"
ulm_loot_hazmat_2,"Espólio Caído"
ulm_loot_hazmat_3,"Espólio Caído"
ulm_loot_lab_1,"Espólio Caído"
ulm_loot_lab_2,"Espólio Caído"
ulm_loot_lab_3,"Espólio Caído"
ulm_loot_mini_boss_1,"Espólio Caído"
ulm_loot_mini_boss_2,"Espólio Caído"
ulm_loot_mini_boss_3,"Espólio Caído"
ulm_loot_nurse_1,"Espólio Caído"
ulm_loot_nurse_2,"Espólio Caído"
ulm_loot_nurse_3,"Espólio Caído"
ulm_loot_skater_1,"Espólio Caído"
ulm_loot_skater_2,"Espólio Caído"
ulm_loot_skater_3,"Espólio Caído"
ulm_loot_snow_1,"Espólio Caído"
ulm_loot_snow_2,"Espólio Caído"
ulm_loot_snow_3,"Espólio Caído"
ulm_loot_soldier_1,"Espólio Caído"
ulm_loot_soldier_2,"Espólio Caído"
ulm_loot_soldier_3,"Espólio Caído"
ulm_loot_special_1,"Espólio Caído"
ulm_loot_special_2,"Espólio Caído"
ulm_loot_special_3,"Espólio Caído"
ulm_loot_stripper_1,"Espólio Caído"
ulm_loot_stripper_2,"Espólio Caído"
ulm_loot_stripper_3,"Espólio Caído"
ulm_loot_utility_1,"Espólio Caído"
ulm_loot_utility_2,"Espólio Caído"
ulm_loot_utility_3,"Espólio Caído"
ulm_skill_placeholder,"Habilidade indisponível"
ulmAmmo10mmRoundAP,"Munição 10mm Perfurante"
ulmAmmo10mmRoundAPBlueprint,"Diagrama de Munição 10mm Perfurante"
ulmAmmo10mmRoundAPBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmAmmo10mmRoundAPDesc,"10mm [decea3]Anti Blindagem[-], uma munição alternativa para [decea3]Submetralhadoras[-] com maior poder de penetração que a munição comum."
ulmAmmo10mmRoundHP,"Munição 10mm Ponta Oca"
ulmAmmo10mmRoundHPBlueprint,"Diagrama de Munição 10mm Ponta Oca"
ulmAmmo10mmRoundHPBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmAmmo10mmRoundHPDesc,"10mm [decea3]Ponta Oca[-], uma munição alternativa para [decea3]Submetralhadoras[-], com maior penetração e precisão. Proibida em diversos locais."
ulmAmmo10mmRoundST,"Munição 10mm"
ulmAmmo10mmRoundSTDesc,"10mm [decea3]Comum[-], normalmente usada por [decea3]Submetralhadoras[-]."
ulmAmmo38CalRoundAP,"Munição .38 Perfurante"
ulmAmmo38CalRoundAPBlueprint,"Diagrama de Munição .38 Perfurante"
ulmAmmo38CalRoundAPBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmAmmo38CalRoundAPDesc,".38 Cal [decea3]Anti Blindagem[-], uma munição alternativa para [decea3]Light Handguns[-] com maior poder de penetração que a munição comum."
ulmAmmo38CalRoundHP,"Munição .38 Ponta Oca"
ulmAmmo38CalRoundHPBlueprint,"Diagrama de Munição .38 Ponta Oca"
ulmAmmo38CalRoundHPBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmAmmo38CalRoundHPDesc,".38 Cal [decea3]Ponta Oca[-], uma munição alternativa para [decea3]Light Handguns[-], com maior penetração e precisão. Proibida em diversos locais."
ulmAmmo38CalRoundST,"Munição .38"
ulmAmmo38CalRoundSTDesc,".38 Cal [decea3]Comum[-], normalmente usada por [decea3]Light Handguns[-]."
ulmAmmo556mmRoundAP,"Munição 5.56mm Perfurante"
ulmAmmo556mmRoundAPBlueprint,"Diagrama de Munição 5.56mm Perfurante"
ulmAmmo556mmRoundAPBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmAmmo556mmRoundAPDesc,"5.56mm [decea3]Anti Blindagem[-], uma munição alternativa para [decea3]Combat Rifles[-] com maior poder de penetração que a munição comum."
ulmAmmo556mmRoundHP,"Munição 5.56mm Ponta Oca"
ulmAmmo556mmRoundHPBlueprint,"Diagrama de Munição 5.56mm Ponta Oca"
ulmAmmo556mmRoundHPBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmAmmo556mmRoundHPDesc,"5.56mm [decea3]Ponta Oca[-], uma munição alternativa para [decea3]Combat Rifles[-], com maior penetração e precisão. Proibida em diversos locais."
ulmAmmo556mmRoundST,"Munição 5.56mm"
ulmAmmo556mmRoundSTDesc,"5.56mm [decea3]Comum[-], normalmente usada por [decea3]Combat Rifles[-]."
ulmAmmo792mmRoundAP,"Munição 7.92mm Perfurante"
ulmAmmo792mmRoundAPBlueprint,"Diagrama de Munição 7.92mm Perfurante"
ulmAmmo792mmRoundAPBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmAmmo792mmRoundAPDesc,"7.92mm [decea3]Anti Blindagem[-], uma munição alternativa para [decea3]Sniper Rifles[-] com maior poder de penetração que a munição comum."
ulmAmmo792mmRoundHP,"Munição 7.92mm Ponta Oca"
ulmAmmo792mmRoundHPBlueprint,"Diagrama de Munição 7.92mm Ponta Oca"
ulmAmmo792mmRoundHPBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmAmmo792mmRoundHPDesc,"7.92mm [decea3]Ponta Oca[-], uma munição alternativa para [decea3]Sniper Rifles[-], com maior penetração e precisão. Proibida em diversos locais."
ulmAmmo792mmRoundST,"Munição 7.92mm"
ulmAmmo792mmRoundSTDesc,"7.92mm [decea3]Comum[-], normalmente usada por [decea3]Sniper Rifles[-]."
ulmAmmoFuelBarrelEmpty,"Barril de Combustível Vazio"
ulmAmmoFuelBarrelEmptyDesc,"Recipiente portátil, que pode ser preenchido com até [decea3]60[-] de Gasolina, criando ou interagindo com um item que contenha Gasolina."
ulmAmmoFuelBiofuel,"Biocombustível"
ulmAmmoFuelBiofuelDesc,"Recipiente portátil, que pode conter algum biocombustível dentro"
ulmAmmoFuelCanEmpty,"Galão de Combustível Vazio"
ulmAmmoFuelCanEmptyDesc,"Recipiente portátil, que pode ser preenchido com até [decea3]20[-] de Gasolina, criando ou interagindo com um item que contenha Gasolina."
ulmAmmoFuelGasoline,"Gasolina"
ulmAmmoFuelGasolineBarrel,"Barril de Gasolina"
ulmAmmoFuelGasolineBarrelDesc,"Recipiente portátil, que pode armazenar até [decea3]60[-] de gasolina."
ulmAmmoFuelGasolineDesc,"Recipiente portátil, que pode armazenar até [decea3]20[-] de gasolina."
ulmAmmoFuelJetFuel,"Combustível de Avião"
ulmAmmoFuelJetFuelDesc,"Recipiente portátil, que pode conter algum combustível de aviação dentro"
ulmArmorThanosGlovesAdmin,"Dev: Luvas do Thanos"
ulmArmorThanosGlovesAdminDesc,"Equipar para desbloquear muito peso de transporte"
ulmAttributes,"Talentos"
ulmBlockBarsIronVariantHelper,"Barras de Ferro"
ulmBlockConcreteBarrier1VariantHelper,"Barreira de Concreto"
ulmBlockElevatorPlatform2,"Plataforma do Elevador (2 Andares)"
ulmBlockElevatorPlatform2Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmBlockElevatorPlatform3,"Plataforma do Elevador (3 Andares)"
ulmBlockElevatorPlatform3Desc,"Possui fonte de alimentação integrada. Dimensões (LxPxA): [decea3]9x9x26[-]"
ulmBlockElevatorPlatform4,"Plataforma do Elevador (4 Andares)"
